id,title,publication_link,date,RCIH_authors,authors,all_authors
496,"The effects of resveratrol supplementation on PPARα, p16, p53, p21 gene expressions, and sCD163/sTWEAK ratio in patients with type 2 diabetes mellitus: A double-blind controlled randomized trial",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-resveratrol-supplementation-on-ppar%CE%B1-p16-p53-p21-g,Jun 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Toupchian, O.', 'link': None}, {'name': 'Abdollahi, S.', 'link': None}, {'name': 'Salehi-Abargouei, A.', 'link': None}, {'name': 'Heshmati, J.', 'link': None}, {'name': 'Sheikhha, M. H.', 'link': None}, {'name': 'Fallahzadeh, H.', 'link': None}, {'name': 'Mozaffari-Khosravi, H.', 'link': None}]","Clark, C. C. T., Toupchian, O., Abdollahi, S., Salehi-Abargouei, A., Heshmati, J., Sheikhha, M. H., Fallahzadeh, H., Mozaffari-Khosravi, H."
497,"The Effects of Spirulina (Arthrospira platensis) Supplementation on Anthropometric Indices, Blood Pressure, Sleep Quality, Mental Health, Fatigue Status, and Quality of Life in Patients with Ulcerative Colitis: A randomised, double-blinded, placebo-controlled trial",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-spirulina-arthrospira-platensis-supplementation-on,Oct 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Moradi, S.', 'link': None}, {'name': 'Zobeiri, M.', 'link': None}, {'name': 'Feizi, A.', 'link': None}, {'name': 'Entezari, M. H.', 'link': None}]","Clark, C. C. T., Moradi, S., Zobeiri, M., Feizi, A., Entezari, M. H."
498,The interaction between the dietary inflammatory index and MC4R gene variants on cardiovascular risk factors,https://pureportal.coventry.ac.uk/en/publications/the-interaction-between-the-dietary-inflammatory-index-and-mc4r-g,Feb 2021,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Yarizadeh, H.', 'link': None}, {'name': 'Mirzababaei, A.', 'link': None}, {'name': 'Ghodoosi, N.', 'link': None}, {'name': 'Pooyan, S.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C., Yarizadeh, H., Mirzababaei, A., Ghodoosi, N., Pooyan, S., Djafarian, K., Mirzaei, K."
499,"The interaction of aging with serum 25(OH)D and 1,25(OH)2 D status on muscle strength",https://pureportal.coventry.ac.uk/en/publications/the-interaction-of-aging-with-serum-25ohd-and-125oh2-d-status-on-,Oct 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Davarzani, S.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}, {'name': 'Babaei, N.', 'link': None}, {'name': 'Ghorbaninejad, P.', 'link': None}, {'name': 'Ebaditabar, M.', 'link': None}, {'name': 'Shab-Bidar, S.', 'link': None}]","Clark, C. C. T., Davarzani, S., Djafarian, K., Babaei, N., Ghorbaninejad, P., Ebaditabar, M., Shab-Bidar, S."
500,The lack of association between dietary antioxidant quality score with handgrip strength and handgrip endurance amongst Tehranian adults: a cross-sectional study from a Middle East country,https://pureportal.coventry.ac.uk/en/publications/the-lack-of-association-between-dietary-antioxidant-quality-score,Apr 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Shahinfar, H.', 'link': None}, {'name': 'Djafari, F.', 'link': None}, {'name': 'Shahavandi, M.', 'link': None}, {'name': 'Jalilpiran, Y.', 'link': None}, {'name': 'Davarzani, S.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}, {'name': 'Shab-Bidar, S.', 'link': None}]","Clark, C. C. T., Shahinfar, H., Djafari, F., Shahavandi, M., Jalilpiran, Y., Davarzani, S., Djafarian, K., Shab-Bidar, S."
501,The mechanism of physical activity-induced amelioration of Parkinson's disease: A narrative review,https://pureportal.coventry.ac.uk/en/publications/the-mechanism-of-physical-activity-induced-amelioration-of-parkin,1 Feb 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Gronek, P.', 'link': None}, {'name': 'Haas, A. N.', 'link': None}, {'name': 'Czarny, W.', 'link': None}, {'name': 'Podstawski, R.', 'link': None}, {'name': 'Do Santos Delabary, M.', 'link': None}, {'name': 'Boraczynski, M.', 'link': None}, {'name': 'Tarnas, M.', 'link': None}, {'name': 'Wycichowska, P.', 'link': None}, {'name': 'Pawlaczyk, M.', 'link': None}, {'name': 'Gronek, J.', 'link': None}]","Clark, C. C. T., Gronek, P., Haas, A. N., Czarny, W., Podstawski, R., Do Santos Delabary, M., Boraczynski, M., Tarnas, M., Wycichowska, P., Pawlaczyk, M., Gronek, J."
502,The mediatory role of inflammatory markers on the relationship between dietary energy density and body composition among obese and overweight adult women: A cross-sectional study,https://pureportal.coventry.ac.uk/en/publications/the-mediatory-role-of-inflammatory-markers-on-the-relationship-be,Oct 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Bahrampour, N.', 'link': None}, {'name': 'Mirzababaei, A.', 'link': None}, {'name': 'Shiraseb, F.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C. C. T., Bahrampour, N., Mirzababaei, A., Shiraseb, F., Mirzaei, K."
503,The power of light in medicine - challenges and opportunities in vascular optics,https://pureportal.coventry.ac.uk/en/publications/the-power-of-light-in-medicine-challenges-and-opportunities-in-va,1 Apr 2021,"[{'name': 'Allen, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/john-allen'}]",[],"Allen, J."
504,The relationship between Dietary approaches to stop hypertension diet adherence and inflammatory factors and insulin resistance in overweight and obese women: A cross-sectional study,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-dietary-approaches-to-stop-hypertension-,Dec 2021,"[{'name': 'C T Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Taheri, A.', 'link': None}, {'name': 'Mirzababaei, A.', 'link': None}, {'name': 'Setayesh, L.', 'link': None}, {'name': 'Yarizadeh, H.', 'link': None}, {'name': 'Shiraseb, F.', 'link': None}, {'name': 'Imani, H.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","C T Clark, C., Taheri, A., Mirzababaei, A., Setayesh, L., Yarizadeh, H., Shiraseb, F., Imani, H., Mirzaei, K."
505,The relationship between major dietary patterns and fertility status in iranian men: a case–control study,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-major-dietary-patterns-and-fertility-sta,22 Sept 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Haeri, F.', 'link': None}, {'name': 'Pourmasoumi, M.', 'link': None}, {'name': 'Ghiasvand, R.', 'link': None}, {'name': 'Feizi, A.', 'link': None}, {'name': 'Salehi-Abargouei, A.', 'link': None}, {'name': 'Marvast, L. D.', 'link': None}, {'name': 'Mirzaei, M.', 'link': None}]","Clark, C. C. T., Haeri, F., Pourmasoumi, M., Ghiasvand, R., Feizi, A., Salehi-Abargouei, A., Marvast, L. D., Mirzaei, M."
506,The striking need for age diverse pulse oximeter databases,https://pureportal.coventry.ac.uk/en/publications/the-striking-need-for-age-diverse-pulse-oximeter-databases,1 Dec 2021,"[{'name': 'Allen, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/john-allen'}]","[{'name': 'Elgendi, M.', 'link': None}, {'name': 'Fletcher, R.', 'link': None}, {'name': 'Tomar, H.', 'link': None}, {'name': 'Ward, R.', 'link': None}, {'name': 'Menon, C.', 'link': None}]","Allen, J., Elgendi, M., Fletcher, R., Tomar, H., Ward, R., Menon, C."
507,"Uncertainty, Anxiety and Isolation: Experiencing the COVID-19 Pandemic and Lockdown as a Woman with Polycystic Ovary Syndrome (PCOS)",https://pureportal.coventry.ac.uk/en/publications/uncertainty-anxiety-and-isolation-experiencing-the-covid-19-pande,25 Sept 2021,"[{'name': 'McGregor, G.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor'}, {'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}, {'name': 'Kyrou, I.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/ioannis-kyrou'}]","[{'name': 'Atkinson, L.', 'link': None}, {'name': 'Kite, C.', 'link': None}, {'name': 'James, T.', 'link': None}, {'name': 'Randeva, H. S.', 'link': None}]","McGregor, G., Clark, C. C. T., Kyrou, I., Atkinson, L., Kite, C., James, T., Randeva, H. S."
508,Understanding and Predicting the Burst of Burnout via Social Media,https://pureportal.coventry.ac.uk/en/publications/understanding-and-predicting-the-burst-of-burnout-via-social-medi,5 Jan 2021,"[{'name': 'Wang, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang'}]","[{'name': 'Wu, J.', 'link': None}, {'name': 'Ma, J.', 'link': None}, {'name': 'Wang, Y.', 'link': None}]","Wang, J., Wu, J., Ma, J., Wang, Y."
509,"Unmet supportive care needs of breast, colorectal and testicular cancer survivors in the first 8 months post primary treatment: A prospective longitudinal survey",https://pureportal.coventry.ac.uk/en/publications/unmet-supportive-care-needs-of-breast-colorectal-and-testicular-c,Nov 2021,"[{'name': 'Turner, A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/andy-turner'}]","[{'name': 'Batehup, L.', 'link': None}, {'name': 'Gage, H.', 'link': None}, {'name': 'Williams, P.', 'link': None}, {'name': 'Richardson, A.', 'link': None}, {'name': 'Porter, K.', 'link': None}, {'name': 'Simmonds, P.', 'link': None}, {'name': 'Lowson, E.', 'link': None}, {'name': 'Dodson, L.', 'link': None}, {'name': 'Davies, N.', 'link': None}, {'name': 'Wagland, R.', 'link': None}, {'name': 'Winter, J.', 'link': None}, {'name': 'Corner, J.', 'link': None}]","Turner, A., Batehup, L., Gage, H., Williams, P., Richardson, A., Porter, K., Simmonds, P., Lowson, E., Dodson, L., Davies, N., Wagland, R., Winter, J., Corner, J."
510,Variants of the cry 1 gene may influence the effect of fat intake on resting metabolic rate in women with overweight of obesity: a cross-sectional study,https://pureportal.coventry.ac.uk/en/publications/variants-of-the-cry-1-gene-may-influence-the-effect-of-fat-intake,Dec 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Mirzababaei, A.', 'link': None}, {'name': 'Daneshzad, E.', 'link': None}, {'name': 'Shiraseb, F.', 'link': None}, {'name': 'Pourreza, S.', 'link': None}, {'name': 'Setayesh, L.', 'link': None}, {'name': 'Tangestani, H.', 'link': None}, {'name': 'Abaj, F.', 'link': None}, {'name': 'Yarizadeh, H.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C. C. T., Mirzababaei, A., Daneshzad, E., Shiraseb, F., Pourreza, S., Setayesh, L., Tangestani, H., Abaj, F., Yarizadeh, H., Mirzaei, K."
511,Vitamin C reduces interleukin-6 plasma concentration: a systematic review and meta-analysis of randomized clinical trials,https://pureportal.coventry.ac.uk/en/publications/vitamin-c-reduces-interleukin-6-plasma-concentration-a-systematic,Dec 2021,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Gholizadeh, M.', 'link': None}, {'name': 'Ghafour Saeedy, S. A.', 'link': None}, {'name': 'Abdi, A.', 'link': None}, {'name': 'Khademi, F.', 'link': None}, {'name': 'Lorian, K.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}]","Clark, C., Gholizadeh, M., Ghafour Saeedy, S. A., Abdi, A., Khademi, F., Lorian, K., Djafarian, K."
512,"Wetenschap en praktijk: gids voor (aankomende) professionals in zorg, welzijn en sociaal werk",https://pureportal.coventry.ac.uk/en/publications/wetenschap-en-praktijk-gids-voor-aankomende-professionals-in-zorg,13 Jan 2021,"[{'name': 'Bul, K.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/kim-bul'}]","[{'name': 'Vuijk, P.', 'link': None}]","Bul, K., Vuijk, P."
513,Wireless Channel Modelling for Identifying Six Types of Respiratory Patterns with SDR Sensing and Deep Multilayer Perceptron,https://pureportal.coventry.ac.uk/en/publications/wireless-channel-modelling-for-identifying-six-types-of-respirato,15 Sept 2021,"[{'name': 'Saeed, U.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/umer-saeed'}, {'name': 'Shah, S. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Shah, S. Y.', 'link': None}, {'name': 'Zahid, A.', 'link': None}, {'name': 'Jawad, A.', 'link': None}, {'name': 'Imran, M. A.', 'link': None}, {'name': 'Abbasi, Q. H.', 'link': None}]","Saeed, U., Shah, S. A., Shah, S. Y., Zahid, A., Jawad, A., Imran, M. A., Abbasi, Q. H."
514,World Stroke Day 2021: Let’s talk about sex,https://pureportal.coventry.ac.uk/en/publications/world-stroke-day-2021-lets-talk-about-sex,29 Oct 2021,"[{'name': 'Wright, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/hayley-wright'}]",[],"Wright, H."
515,Written submission: Integrated care: next steps to building strong and effective integrated care systems across England.,https://pureportal.coventry.ac.uk/en/publications/written-submission-integrated-care-next-steps-to-building-strong-,8 Jan 2021,"[{'name': 'Szczepura, A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/ala-szczepura'}, {'name': 'Loizou, M.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/michael-loizou'}]","[{'name': 'Wild, D.', 'link': None}, {'name': 'Nomura, T.', 'link': None}, {'name': 'Russell, E.', 'link': None}, {'name': 'Woodhouse, S.', 'link': None}, {'name': 'Brewster, H.', 'link': None}]","Szczepura, A., Loizou, M., Wild, D., Nomura, T., Russell, E., Woodhouse, S., Brewster, H."
516,“Lifting More” is Associated with Lower Risks of Depression in University Students,https://pureportal.coventry.ac.uk/en/publications/lifting-more-is-associated-with-lower-risks-of-depression-in-univ,28 Oct 2021,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Ai, K.', 'link': None}, {'name': 'Curtin, K.', 'link': None}, {'name': 'Kastelic, K.', 'link': None}, {'name': 'Chen, S. T.', 'link': None}, {'name': 'Chi, X.', 'link': None}]","Clark, C., Ai, K., Curtin, K., Kastelic, K., Chen, S. T., Chi, X."
517,A Digital Program (Hope) for People Living With Cancer During the COVID-19 Pandemic: Protocol for a Feasibility Randomized Controlled Trial,https://pureportal.coventry.ac.uk/en/publications/a-digital-program-hope-for-people-living-with-cancer-during-the-c,4 Dec 2020,"[{'name': 'Wright, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/hayley-wright'}, {'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Martin, F.', 'link': None}, {'name': 'Clyne, W.', 'link': None}, {'name': 'McGillion, M.', 'link': None}, {'name': 'Matouskova, G.', 'link': None}, {'name': 'Turner, A.', 'link': None}]","Wright, H., Clark, C. C. T., Martin, F., Clyne, W., McGillion, M., Matouskova, G., Turner, A."
518,Advances in accelerometry for cardiovascular patients: a systematic review with practical recommendations,https://pureportal.coventry.ac.uk/en/publications/advances-in-accelerometry-for-cardiovascular-patients-a-systemati,1 Oct 2020,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}, {'name': 'Duncan, M.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/michael-duncan'}]","[{'name': 'Vetrovsky, T.', 'link': None}, {'name': 'Bisi, M. C.', 'link': None}, {'name': 'Siranec, M.', 'link': None}, {'name': 'Linhart, A.', 'link': None}, {'name': 'Tufano, J.', 'link': None}, {'name': 'Belohlavek, J.', 'link': None}]","Clark, C., Duncan, M., Vetrovsky, T., Bisi, M. C., Siranec, M., Linhart, A., Tufano, J., Belohlavek, J."
519,Advancing PPG signal quality and know-how through knowledge translation - from experts to student and researcher,https://pureportal.coventry.ac.uk/en/publications/advancing-ppg-signal-quality-and-know-how-through-knowledge-trans,21 Dec 2020,"[{'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}, {'name': 'Allen, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/john-allen'}]","[{'name': 'Huthart, S.', 'link': None}, {'name': 'Elgendi, M.', 'link': None}, {'name': 'Stansby, G.', 'link': None}]","Zheng, D., Allen, J., Huthart, S., Elgendi, M., Stansby, G."
520,Age-related changes in pulse risetime measured by multi-site photoplethysmography,https://pureportal.coventry.ac.uk/en/publications/age-related-changes-in-pulse-risetime-measured-by-multi-site-phot,2020,"[{'name': 'Allen, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/john-allen'}]","[{'name': ""O'Sullivan, J."", 'link': None}, {'name': 'Stansby, G.', 'link': None}, {'name': 'Murray, A.', 'link': None}]","Allen, J., O'Sullivan, J., Stansby, G., Murray, A."
521,A Measurement Invariance Analysis of the Interpersonal Needs Questionnaire and Acquired Capability for Suicide Scale in Autistic and Non-Autistic Adults,https://pureportal.coventry.ac.uk/en/publications/a-measurement-invariance-analysis-of-the-interpersonal-needs-ques,3 Sept 2020,"[{'name': 'Pelton, M.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/mirabel-pelton'}]","[{'name': 'Crawford, H.', 'link': None}, {'name': 'Robertson, A.', 'link': None}, {'name': 'Rodgers, J.', 'link': None}, {'name': 'Baron-Cohen, S.', 'link': None}, {'name': 'Cassidy, S.', 'link': None}]","Pelton, M., Crawford, H., Robertson, A., Rodgers, J., Baron-Cohen, S., Cassidy, S."
522,A Mobile Phone Intervention to Improve Obesity-Related Health Behaviors of Adolescents Across Europe: Iterative Co-Design and Feasibility Study,https://pureportal.coventry.ac.uk/en/publications/a-mobile-phone-intervention-to-improve-obesity-related-health-beh,2 Mar 2020,"[{'name': 'Bul, K.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/kim-bul'}]","[{'name': 'Martin, A.', 'link': None}, {'name': 'Caon, M.', 'link': None}, {'name': 'Adorni, F.', 'link': None}, {'name': 'Andreoni, G.', 'link': None}, {'name': 'Ascolese, A.', 'link': None}, {'name': 'Atkinson, S.', 'link': None}, {'name': 'Carrion, C.', 'link': None}, {'name': 'Castell, C.', 'link': None}, {'name': 'Ciociola, V.', 'link': None}, {'name': 'Condon, L.', 'link': None}, {'name': 'Espallargues, M.', 'link': None}, {'name': 'Hanley, J.', 'link': None}, {'name': 'Jesuthasan, N.', 'link': None}, {'name': 'Lafortuna, C. L.', 'link': None}, {'name': 'Lang, A.', 'link': None}, {'name': 'Prinelli, F.', 'link': None}, {'name': 'Puidomenech Puig, E.', 'link': None}, {'name': 'Tabozzi, S. A.', 'link': None}, {'name': 'McKinstry, B.', 'link': None}]","Bul, K., Martin, A., Caon, M., Adorni, F., Andreoni, G., Ascolese, A., Atkinson, S., Carrion, C., Castell, C., Ciociola, V., Condon, L., Espallargues, M., Hanley, J., Jesuthasan, N., Lafortuna, C. L., Lang, A., Prinelli, F., Puidomenech Puig, E., Tabozzi, S. A., McKinstry, B."
523,Analysis of Electrohysterographic Signal Propagation Direction during Uterine Contraction: the Application of Directed Information,https://pureportal.coventry.ac.uk/en/publications/analysis-of-electrohysterographic-signal-propagation-direction-du,27 Aug 2020,"[{'name': 'Xu, Y.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/yuhang-xu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Hao, D.', 'link': None}]","Xu, Y., Zheng, D., Hao, D."
524,A Narrative Review of Motor Competence in Children and Adolescents: What We Know and What We Need to Find Out,https://pureportal.coventry.ac.uk/en/publications/a-narrative-review-of-motor-competence-in-children-and-adolescent,22 Dec 2020,[],"[{'name': 'Palmeira, A.', 'link': None}, {'name': 'Gerlach, E.', 'link': None}, {'name': 'Rosário, R.', 'link': None}, {'name': 'Issartel, J.', 'link': None}, {'name': 'Esteban-Cornejo, I.', 'link': None}, {'name': 'Ruiz, J.', 'link': None}, {'name': 'Veldman, S.', 'link': None}, {'name': 'Zhang, Z.', 'link': None}, {'name': 'Colella, D.', 'link': None}, {'name': 'Póvoas, S.', 'link': None}, {'name': 'Haibach-Beach, P.', 'link': None}, {'name': 'Pereira, J.', 'link': None}, {'name': 'McGrane, B.', 'link': None}, {'name': 'Saraiva, J.', 'link': None}, {'name': 'Temple, V.', 'link': None}, {'name': 'Silva, P.', 'link': None}, {'name': 'Sigmund, E.', 'link': None}, {'name': 'Sousa-Sá, E.', 'link': None}, {'name': 'Adamakis, M.', 'link': None}, {'name': 'Moreira, C.', 'link': None}, {'name': 'Utesch, T.', 'link': None}, {'name': 'True, L.', 'link': None}, {'name': 'Cheung, P.', 'link': None}, {'name': 'Carcamo-Oyarzun, J.', 'link': None}, {'name': 'Charitou, S.', 'link': None}, {'name': 'Chillón, P.', 'link': None}, {'name': 'Robazza, C.', 'link': None}, {'name': 'Silva, A.', 'link': None}, {'name': 'Silva, D.', 'link': None}, {'name': 'Lima, R.', 'link': None}, {'name': 'Mourão-Carvalhal, I.', 'link': None}, {'name': 'Khodaverdi, Z.', 'link': None}, {'name': 'Zequinão, M.', 'link': None}, {'name': 'Pereira, B.', 'link': None}, {'name': 'Prista, A.', 'link': None}, {'name': 'Agostinis-Sobrinho, C.', 'link': None}]","Palmeira, A., Gerlach, E., Rosário, R., Issartel, J., Esteban-Cornejo, I., Ruiz, J., Veldman, S., Zhang, Z., Colella, D., Póvoas, S., Haibach-Beach, P., Pereira, J., McGrane, B., Saraiva, J., Temple, V., Silva, P., Sigmund, E., Sousa-Sá, E., Adamakis, M., Moreira, C., Utesch, T., True, L., Cheung, P., Carcamo-Oyarzun, J., Charitou, S., Chillón, P., Robazza, C., Silva, A., Silva, D., Lima, R., Mourão-Carvalhal, I., Khodaverdi, Z., Zequinão, M., Pereira, B., Prista, A., Agostinis-Sobrinho, C."
525,An ERP Study on the Auditory Stream Segregation in Cochlear Implant Simulations: Effects of Frequency Separation and Time Interval,https://pureportal.coventry.ac.uk/en/publications/an-erp-study-on-the-auditory-stream-segregation-in-cochlear-impla,27 Aug 2020,"[{'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Xu, D.', 'link': None}, {'name': 'Zhu, S.', 'link': None}, {'name': 'Chen, F.', 'link': None}]","Zheng, D., Xu, D., Zhu, S., Chen, F."
526,"A Network Perspective on the Relationship between Screen Time, Executive Function, and Fundamental Motor Skills among Preschoolers",https://pureportal.coventry.ac.uk/en/publications/a-network-perspective-on-the-relationship-between-screen-time-exe,28 Nov 2020,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}, {'name': 'Duncan, M.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/michael-duncan'}]","[{'name': 'Martins, C.', 'link': None}, {'name': 'Bandeira, P.', 'link': None}, {'name': 'Lemos, N.', 'link': None}, {'name': 'Bezerra, T. A.', 'link': None}, {'name': 'Mota, J.', 'link': None}]","Clark, C., Duncan, M., Martins, C., Bandeira, P., Lemos, N., Bezerra, T. A., Mota, J."
527,An Intelligent Non-Invasive Real-Time Human Activity Recognition System for Next-Generation Healthcare,https://pureportal.coventry.ac.uk/en/publications/an-intelligent-non-invasive-real-time-human-activity-recognition-,6 May 2020,"[{'name': 'Shah, S.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Taylor, W.', 'link': None}, {'name': 'Dashtipour, K.', 'link': None}, {'name': 'Zahid, A.', 'link': None}, {'name': 'Abbasi, Q. H.', 'link': None}, {'name': 'Imran, M. A.', 'link': None}]","Shah, S., Taylor, W., Dashtipour, K., Zahid, A., Abbasi, Q. H., Imran, M. A."
528,A review of the state of the art in non-contact sensing for covid-19,https://pureportal.coventry.ac.uk/en/publications/a-review-of-the-state-of-the-art-in-non-contact-sensing-for-covid,3 Oct 2020,"[{'name': 'Shah, S. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Taylor, W.', 'link': None}, {'name': 'Abbasi, Q. H.', 'link': None}, {'name': 'Dashtipour, K.', 'link': None}, {'name': 'Ansari, S.', 'link': None}, {'name': 'Arslan, K.', 'link': None}, {'name': 'Imran, M. A.', 'link': None}]","Shah, S. A., Taylor, W., Abbasi, Q. H., Dashtipour, K., Ansari, S., Arslan, K., Imran, M. A."
529,Association between Compliance with the 24-Hour Movement Guidelines and Fundamental Movement Skills in Preschoolers:  A Network Perspective,https://pureportal.coventry.ac.uk/en/publications/association-between-compliance-with-the-24-hour-movement-guidelin,28 Jul 2020,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}, {'name': 'Duncan, M.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/michael-duncan'}]","[{'name': 'Martins, C.', 'link': None}, {'name': 'Bandeira, P.', 'link': None}, {'name': 'Mota, J.', 'link': None}]","Clark, C., Duncan, M., Martins, C., Bandeira, P., Mota, J."
530,Association between urinary potassium excretion and blood pressure: A systematic review and meta-analysis of observational studies,https://pureportal.coventry.ac.uk/en/publications/association-between-urinary-potassium-excretion-and-blood-pressur,30 Dec 2020,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Ziaei, R.', 'link': None}, {'name': 'Askari, G.', 'link': None}, {'name': 'Foshati, S.', 'link': None}, {'name': 'Zolfaghari, H.', 'link': None}, {'name': 'Rouhani, M.', 'link': None}]","Clark, C., Ziaei, R., Askari, G., Foshati, S., Zolfaghari, H., Rouhani, M."
531,Association of dietary energy density with cardiometabolic risk factors and metabolic syndrome in Tehranian older adults,https://pureportal.coventry.ac.uk/en/publications/association-of-dietary-energy-density-with-cardiometabolic-risk-f,Jun 2020,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Shahinfar, H.', 'link': None}, {'name': 'Safabakhsh, M.', 'link': None}, {'name': 'Mansouri, S.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}, {'name': 'Shab-Bidar, S.', 'link': None}]","Clark, C., Shahinfar, H., Safabakhsh, M., Mansouri, S., Djafarian, K., Shab-Bidar, S."
532,"Association of Dietary Patterns with Visceral Adiposity, Lipid Accumulation Product, and Triglyceride-Glucose Index in Iranian Adults",https://pureportal.coventry.ac.uk/en/publications/association-of-dietary-patterns-with-visceral-adiposity-lipid-acc,21 Apr 2020,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Amini, M. R.', 'link': None}, {'name': 'Shahinfar, H.', 'link': None}, {'name': 'Babaei, N.', 'link': None}, {'name': 'Davarzani, S.', 'link': None}, {'name': 'Ebaditabar, M.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}, {'name': 'Shab-Bidar, S.', 'link': None}]","Clark, C., Amini, M. R., Shahinfar, H., Babaei, N., Davarzani, S., Ebaditabar, M., Djafarian, K., Shab-Bidar, S."
